,Address,MLS No,Penthouse,Renovation,Cats,Dogs,Ocean View,City View,Mountain View,Park View,Balcony,Storage,Pool,Laundry,Gym,Finished Floor,Lot Size,Year Built,Parking Space,Fireplace,Bedrooms,Total Bathrooms,Half Baths,Full Baths,Waiting Period,Floor,Latitude,Longitude,Land Only,Multifamily,Residential Attached,Residential Detached,Residential Detached,1/2 Duplex,Apartment/Condo,Duplex,Other,Other,Recreational,Residential Detached,Residential Detached,Row House (Non-Strata),Townhouse,Triplex,First Nations Lease,Freehold NonStrata,Freehold Strata,Leasehold not prepaid-NonStrata,Leasehold not prepaid-Strata,Leasehold prepaid-NonStrata,Leasehold prepaid-Strata,Other,Other,Shares in Co-operative,Undivided Interest,List Price,Sold Price,Sold Price per SqFt,List Date,Sold Date,Days on Market
4417,404 100 CAPILANO ROAD,2354981,0,0,1,1,0,0,0,1,0,1,0,0,1,1180,0,2007,2,1,2,2,0,2,0,4,49.3535375,-123.106929,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729900,725000,614.41,4/2/2019,04/03/2019,1
4418,1411 988 QUAYSIDE DRIVE,2366970,0,0,1,1,1,0,0,1,1,1,0,1,1,889,0,2019,1,0,2,2,0,2,0,14,49.2009132,-122.9278272,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739800,725000,815.52,5/6/2019,5/28/2019,22
4419,403 1477 FOUNTAIN WAY,2352298,0,1,0,0,0,0,0,0,0,1,0,1,0,1126,0,1982,1,0,2,2,1,1,0,4,49.2689117,-123.1361981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,699900,725000,643.87,3/25/2019,3/27/2019,2
4420,209 509 CARNARVON STREET,2361398,0,0,0,0,0,0,0,0,0,1,1,1,0,712,0,1993,1,1,1,1,0,1,0,2,49.2609979,-123.1721723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,369000,361000,507.02,4/23/2019,4/30/2019,7
4421,1102 1480 HOWE STREET,2348272,0,0,0,0,1,1,0,1,1,0,0,0,0,578,0,2019,0,0,1,1,0,1,0,11,49.2849854,-123.1163031,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,850000,725000,1254,3/11/2019,04/02/2019,22
4422,605 233 KINGSWAY,2338113,1,0,1,1,0,1,1,1,0,1,0,1,0,801,0,2017,2,0,1,2,1,1,0,6,49.2323941,-123.0232453,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,788000,725000,905.12,2/4/2019,2/28/2019,24
4423,9 7198 BARNET ROAD,2354069,0,0,0,0,0,0,1,1,0,1,0,1,0,1061,0,2012,1,1,2,2,0,2,0,0,49.283501,-122.9534969,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,748000,725000,683.32,4/1/2019,05/03/2019,32
4424,37 3470 HIGHLAND DRIVE,2350448,0,0,0,0,0,0,0,0,0,1,1,0,0,1400,0,2014,2,0,3,3,1,2,0,0,53.981477,-122.7955345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749000,725000,517.86,3/18/2019,05/06/2019,49
4425,13 19095 MITCHELL ROAD,2362085,0,0,0,0,0,0,0,0,0,0,1,0,0,1715,0,2015,0,1,3,3,1,2,0,0,49.8790071,-119.4035074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,729900,725000,422.74,4/17/2019,4/21/2019,4
4426,1806 5899 WILSON AVENUE,2338972,0,0,1,0,0,0,1,1,1,1,1,1,1,1237,0,1996,2,1,3,2,0,2,0,18,49.2305105,-123.0085309,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,799000,725000,586.1,2/6/2019,6/16/2019,130
4427,1602 1725 PENDRELL STREET,2327665,0,1,0,0,1,1,1,1,0,1,1,1,0,725,0,1974,1,0,1,1,0,1,0,16,49.28738095,-123.1393039,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,758000,726000,1001,12/11/2018,1/22/2019,42
4428,1 10999 STEVESTON HIGHWAY,2313529,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,2011,0,1,3,3,1,2,0,0,49.1335315,-123.1589251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,695000,726000,568.97,10/8/2018,1/16/2019,100
4429,1103 181 W 1ST AVENUE,2330116,0,0,0,0,0,1,1,0,0,0,1,0,1,680,0,2010,0,0,1,1,0,1,0,11,49.2706703,-123.1091444,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,789000,726250,1068,1/7/2019,02/05/2019,29
4430,606 1277 NELSON STREET,2348692,0,0,0,0,0,1,1,1,0,1,1,1,1,734,0,1995,1,0,2,1,0,1,0,6,49.28479075,-123.1309827,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729900,727000,990.46,3/13/2019,04/10/2019,28
4431,506 9298 UNIVERSITY CRESCENT,2357779,0,0,0,0,1,0,1,0,0,0,1,1,1,656,0,2005,1,1,1,1,0,1,0,5,49.2785323,-122.9106039,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,349900,361000,550.3,4/8/2019,4/15/2019,7
4432,204 725 W 7TH AVENUE,2356681,0,0,0,0,0,1,1,1,1,1,0,1,0,844,0,1988,2,1,2,2,0,2,0,2,49.264854,-123.1140881,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749900,727000,861.37,4/8/2019,4/18/2019,10
4433,2702 4888 BRENTWOOD DRIVE,2357805,0,0,1,1,0,1,1,1,1,1,1,1,1,915,0,2008,2,1,2,2,0,2,0,27,49.2658629,-122.9927637,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,718000,727000,794.54,4/10/2019,04/10/2019,0
4434,415 262 SALTER STREET,2339281,0,0,0,0,0,0,0,0,0,1,0,1,0,1389,0,2016,2,1,3,3,0,3,0,4,49.190946,-122.9267453,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749888,727000,523.4,2/6/2019,04/02/2019,55
4435,8507 JELLICOE STREET,2352161,0,0,1,1,0,1,0,1,1,1,0,1,0,1497,0,1996,2,0,3,3,1,2,0,0,49.2065507,-123.0476966,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,725000,727500,485.97,3/26/2019,3/28/2019,2
4436,10 8780 BENNETT ROAD,2346038,0,1,0,0,0,0,0,0,0,0,0,1,0,1567,0,1993,2,1,3,3,0,3,0,0,49.9591419,-119.4608821,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,779900,728000,464.58,3/4/2019,5/24/2019,81
4437,11467 272 STREET,2366531,0,1,0,0,0,0,0,0,0,0,0,0,0,2306,16038,1970,7,1,4,4,2,2,0,0,49.0363512,-122.4706795,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750000,728000,315.7,5/6/2019,5/17/2019,11
4438,3 3980 CANADA WAY,2314916,0,0,1,1,0,0,0,0,1,0,1,0,1,1966,0,1986,2,1,2,2,0,2,0,0,49.2233641,-122.9401047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,779000,728000,370.3,10/11/2018,01/08/2019,89
4439,A 2266 KELLY AVENUE,2321467,0,0,1,1,0,0,0,0,0,0,0,1,0,1707,0,2008,2,1,3,3,1,2,0,0,49.6039236,-119.6808937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749900,728000,426.48,11/7/2018,2/27/2019,112
4440,4278 BIRCHWOOD CRESCENT,2355647,0,1,1,1,0,0,0,0,0,0,1,1,1,1650,0,1975,1,1,4,3,2,1,0,0,49.2469994,-122.9973774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749000,729000,441.82,4/4/2019,06/10/2019,67
4441,2 488 JACKSON AVENUE,2348174,0,1,1,1,0,0,0,0,0,1,0,1,0,792,0,1984,1,0,2,1,0,1,0,0,49.2771117,-123.0936052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,729000,729000,920.45,3/12/2019,04/03/2019,22
4442,208 22562 121 AVENUE,2336773,0,0,0,0,0,0,0,0,0,1,0,1,1,657,0,2018,1,0,1,1,0,1,0,2,49.2235147,-122.6628989,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,379900,362500,551.75,1/30/2019,02/09/2019,10
4443,3339 FLAGSTAFF PLACE,2328230,0,0,1,1,1,0,0,1,0,1,0,1,0,1631,0,1983,2,1,3,3,1,2,0,0,49.21122,-123.0308601,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,749900,729000,446.97,12/17/2018,03/05/2019,78
4444,504 10177 RIVER DRIVE,2348973,1,0,0,0,1,0,0,1,1,0,1,0,1,900,0,2019,0,0,2,2,2,0,0,5,49.1966314,-123.102703,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,753000,729000,810,3/12/2019,06/09/2019,89
4445,518 428 W 8TH AVENUE,2353736,0,0,0,0,0,1,0,1,1,0,0,1,0,796,0,1999,1,1,1,2,1,1,0,5,49.2638215,-123.1133695,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739000,729000,915.83,4/1/2019,4/14/2019,13
4446,307 789 W 16TH AVENUE,2362010,0,0,0,0,0,0,0,1,0,1,0,1,0,822,0,1995,1,1,2,1,0,1,0,3,49.2570759,-123.1392787,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739900,729000,886.86,4/24/2019,4/28/2019,4
4447,203 3205 MOUNTAIN HIGHWAY,2362736,0,0,1,1,0,0,0,1,0,1,0,1,1,826,0,2017,1,0,2,2,0,2,0,2,49.3169988,-123.0361707,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729900,729900,883.66,4/25/2019,4/27/2019,2
4448,408 9213 ODLIN ROAD,2333306,0,0,1,1,0,0,0,1,0,0,0,0,0,938,0,2020,1,0,2,2,0,2,1,4,49.1820992,-123.1280446,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729900,729900,778.14,1/15/2019,1/22/2019,7
4449,2 2183 PRAIRIE AVENUE,2338096,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,0,2014,2,1,4,4,1,3,0,0,49.2711847,-122.7562163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,729900,729900,391.58,2/1/2019,3/28/2019,55
4450,16 4788 57 STREET,2343889,0,1,1,1,0,0,0,0,0,0,0,1,0,2143,0,1996,4,1,4,3,1,2,0,0,49.0897402,-123.0650164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749900,730000,340.64,2/27/2019,3/24/2019,25
4451,313 7000 21ST AVENUE,2355323,0,0,1,1,0,0,0,0,0,1,0,1,0,1236,0,2005,2,1,3,3,1,2,0,0,49.2142193,-122.9606879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,747000,730000,590.61,4/3/2019,4/14/2019,11
4452,1102 4360 BERESFORD STREET,2342890,0,0,0,0,0,0,1,1,1,0,1,1,1,741,0,2017,1,0,2,1,0,1,0,11,49.22684565,-123.0078831,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699000,730000,985.16,2/22/2019,03/05/2019,11
4453,22 5661 LADNER TRUNK ROAD,2341321,0,0,0,0,0,0,0,0,1,0,0,1,0,829,0,1990,1,1,2,1,0,1,0,0,49.0903977,-123.0669015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,379900,362540,437.32,2/20/2019,03/03/2019,11
4454,47 2728 CHANDLERY PLACE,2375456,0,1,0,0,0,0,0,0,0,1,0,1,0,1290,0,1996,2,1,3,2,0,2,0,0,49.2064099,-123.0521275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749900,730000,565.89,5/31/2019,06/04/2019,4
4455,1 4766 55B STREET,2310497,0,0,1,1,0,0,0,0,0,0,0,1,0,1702,0,2010,0,1,4,3,1,2,0,0,49.089547,-123.0686242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,774000,730000,428.91,9/27/2018,01/10/2019,105
4456,2706 4888 BRENTWOOD DRIVE,2340326,0,0,0,0,0,1,1,1,0,0,0,1,1,915,0,2008,1,1,2,2,0,2,0,27,49.2658629,-122.9927637,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699000,730000,797.81,2/11/2019,03/03/2019,20
4457,5009 ST. MARGARETS STREET,2338505,0,0,0,0,0,0,0,0,0,1,0,1,0,897,0,2018,0,0,3,2,0,2,0,0,49.2388963,-123.0565477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,779900,730000,813.82,2/5/2019,5/25/2019,109
4458,1979 W 12TH AVENUE,2362043,0,0,0,0,0,0,0,0,0,0,0,0,0,858,0,2018,1,1,2,2,0,2,0,0,49.2604502,-123.117609,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,748800,730000,850.82,4/23/2019,05/01/2019,8
4459,996 KEITH ROAD,2251276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278784,0,0,0,0,0,0,0,0,0,49.8188391,-119.4943428,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,799000,730000,2.62,3/26/2018,2/28/2019,339
4460,3673 COMMERCIAL STREET,2375971,0,0,1,1,0,0,0,0,0,1,1,1,0,766,0,2006,1,1,2,1,0,1,0,0,49.2363196,-123.0686036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,699000,730000,953,6/3/2019,06/10/2019,7
4461,2601 898 CARNARVON STREET,2339158,0,0,1,1,0,1,0,0,0,1,1,1,1,1240,0,2008,1,0,2,2,0,2,0,26,49.2609979,-123.1721723,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,748800,730000,588.71,2/6/2019,03/05/2019,27
4462,413 175 VICTORY SHIP WAY,2360923,0,0,0,0,0,0,0,0,1,1,1,1,1,657,0,2019,1,0,1,1,0,1,0,4,49.3092853,-123.076891,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,789900,730000,1111,4/18/2019,05/12/2019,24
4463,23906 KANAKA WAY,2348008,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,3687,2015,2,1,4,3,1,2,0,0,49.20331,-122.5727678,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,759000,730000,412.9,3/12/2019,3/24/2019,12
4464,401 3939 HASTINGS STREET,2333626,0,0,1,1,0,1,0,1,0,1,0,1,0,582,0,1998,1,1,1,1,0,1,0,4,49.2803389,-122.97452,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349900,363000,623.71,1/18/2019,02/04/2019,17
4465,TH2 1185 THE HIGH STREET,2338329,0,0,1,1,0,0,0,0,0,1,1,1,0,1247,0,2009,1,1,2,3,1,2,0,0,49.28347415,-122.7954934,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,778000,730000,585.4,2/2/2019,02/02/2019,0
4466,2305 280 ROSS DRIVE,2373905,1,0,1,1,0,0,1,1,1,1,0,1,0,1218,0,2010,4,1,2,2,0,2,0,23,49.2148505,-122.9007193,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,699000,730000,599.34,5/24/2019,5/31/2019,7
4467,1 6588 SOUTHOAKS CRESCENT,2343498,0,0,1,1,0,0,0,0,0,1,0,1,0,1353,0,1997,2,1,3,3,1,2,0,0,49.2190817,-122.96816,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,739000,730000,539.54,2/26/2019,4/28/2019,61
4468,5874 GROVE AVENUE,2362513,0,1,0,0,0,0,0,0,0,0,0,0,0,2241,4800,1968,3,2,4,2,0,2,0,0,49.0944331,-123.0606081,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,771900,730000,325.75,4/24/2019,5/15/2019,21
4469,404 1320 CHESTERFIELD AVENUE,2350841,0,0,0,0,1,1,1,1,0,1,0,1,0,845,0,2009,1,1,2,2,0,2,0,4,48.7813309,-123.692547,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,790000,730000,863.91,3/17/2019,04/04/2019,18
4470,407 199 VICTORY SHIP WAY,2344203,0,0,0,0,1,1,0,0,1,1,1,1,1,672,0,2016,1,1,1,1,0,1,0,4,49.3092853,-123.076891,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,748800,730000,1086,2/27/2019,3/28/2019,29
4471,1911 668 COLUMBIA STREET,2348799,0,0,1,1,1,0,1,1,1,1,0,1,1,1000,0,2015,1,0,2,2,0,2,0,19,49.2799831,-123.102312,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,744900,730000,730,3/11/2019,04/11/2019,31
4472,77 6878 SOUTHPOINT DRIVE,2332418,0,0,0,0,0,0,0,0,0,1,0,0,0,1146,0,2006,1,1,3,2,0,2,0,0,49.2099264,-122.9582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,749900,730000,637,1/15/2019,05/09/2019,114
4473,301 988 W 54TH AVENUE,2334770,0,0,0,0,0,0,0,0,0,1,0,1,0,1122,0,1999,2,1,2,2,0,2,0,3,49.2218147,-123.1553851,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,760000,730000,650.62,1/23/2019,03/12/2019,48
4474,12203 CRESTON STREET,2366393,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,8360,1969,4,2,3,3,1,2,0,0,49.2247206,-122.6274154,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,749900,730000,325.02,5/6/2019,05/11/2019,5
4475,203 2285 WELCHER AVENUE,2362207,0,0,0,0,0,0,0,0,0,1,0,1,1,766,0,1993,1,1,2,1,0,1,0,2,49.2579002,-122.7806455,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,369900,363500,474.54,4/23/2019,05/10/2019,17
4476,1885 BEEDIE PLACE,2334237,0,0,0,0,0,0,0,0,0,0,1,0,1,2023,4367,1980,4,2,4,2,0,2,0,0,49.2907739,-122.7664891,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,775000,730000,360.85,1/21/2019,1/24/2019,3
4477,25 38684 BUCKLEY AVENUE,2363829,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,2016,2,0,3,3,1,2,0,0,49.7116814,-123.1563687,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,739000,730000,524.8,4/29/2019,5/18/2019,19
4478,1104 114 W KEITH ROAD,2355970,0,0,0,0,1,1,1,1,0,1,0,1,1,997,0,1974,0,0,2,2,1,1,0,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,779000,730000,732.2,4/1/2019,4/17/2019,16
4479,104 726 BELTERRA ROAD,2283875,0,0,0,0,0,0,1,1,0,0,0,1,0,1159,0,2015,2,1,3,2,1,1,0,0,49.3801334,-123.353734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,768000,730000,629.85,6/25/2018,3/16/2019,264
4480,311 3423 E HASTINGS STREET,2364459,0,0,0,0,0,1,1,1,0,0,0,1,0,1190,0,2005,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,748800,730000,613.45,4/29/2019,5/27/2019,28
4481,202 2001 WALL STREET,2363018,0,0,0,0,1,0,1,1,0,0,0,1,0,900,0,1999,1,1,1,1,0,1,0,2,49.288558,-123.038169,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749000,730000,811.11,4/26/2019,4/29/2019,3
4482,892 PINEBROOK PLACE,2346584,0,1,0,0,0,0,0,0,0,0,0,0,0,1721,3000,1975,3,0,4,2,0,2,0,0,49.2664902,-122.7923713,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,750000,730000,424.17,3/6/2019,3/22/2019,16
4483,44 8415 CUMBERLAND PLACE,2332244,0,0,0,0,0,0,0,0,0,0,1,1,0,1329,0,2001,4,1,2,3,1,2,0,0,49.2341524,-122.9192099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,735000,730000,549.29,1/14/2019,1/24/2019,10
4484,148 2000 PANORAMA DRIVE,2354623,0,0,0,0,1,0,0,1,0,0,0,1,0,1414,0,2004,3,1,3,2,0,2,0,0,49.037204,-122.2526345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,734900,730000,516.27,4/2/2019,04/03/2019,1
4485,1902 7088 18TH AVENUE,2324122,0,0,0,0,1,1,1,1,1,1,1,1,1,974,0,2007,2,1,2,2,0,2,0,19,49.2196875,-122.9454038,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,755000,730000,749.49,11/19/2018,02/12/2019,85
4486,LOT B DL 1251 SUMMIT ROAD,2328432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2127369,-124.935751,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,375000,363500,0,12/18/2018,04/05/2019,108
4487,407 2680 ARBUTUS STREET,2340445,0,0,0,0,0,0,0,0,1,1,0,1,0,808,0,2003,1,1,2,1,0,1,0,4,49.2489817,-123.1531027,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,739900,731000,904.7,2/11/2019,2/16/2019,5
4488,202 8538 RIVER DISTRICT CROSSING,2346742,0,0,0,0,0,0,0,0,0,1,1,0,1,886,0,2018,1,0,2,2,0,2,0,2,49.2058971,-123.0310483,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,748000,732000,826.19,3/6/2019,5/29/2019,84
4489,105 218 BEGIN STREET,2312061,0,0,0,0,0,0,0,1,0,0,0,0,0,1477,0,2015,1,0,3,4,1,3,0,0,49.2405324,-122.8597765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,759000,732000,495.6,10/3/2018,03/02/2019,150
4490,312 555 ABBOTT STREET,2333910,0,0,0,0,0,0,0,0,0,0,1,1,0,970,0,1995,1,1,2,1,0,1,0,3,49.28028855,-123.1079084,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,775000,732000,754.64,1/17/2019,1/19/2019,2
4491,1008 6638 DUNBLANE AVENUE,2333942,0,0,0,0,0,0,0,0,0,0,0,1,1,866,0,2018,1,0,2,2,0,2,0,10,49.22335555,-122.9923647,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,799000,732500,845.84,1/16/2019,05/08/2019,112
4492,516 6028 WILLINGDON AVENUE,2361340,0,0,0,0,0,0,1,1,0,1,1,1,1,1185,0,2001,2,0,2,2,0,2,0,5,49.2706012,-123.0031253,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,738800,732800,618.4,4/23/2019,5/28/2019,35
4493,513 1661 QUEBEC STREET,2364771,0,0,0,0,1,0,0,0,0,0,0,1,1,661,0,2018,1,0,1,1,0,1,0,5,49.2724962,-123.1018327,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,749900,733000,1108,5/1/2019,05/03/2019,2
4494,337 9333 TOMICKI AVENUE,2337306,0,0,0,0,0,0,0,0,0,0,0,1,0,1015,0,2014,2,0,2,2,0,2,0,3,49.1798142,-123.1151186,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,768000,733000,722.17,1/30/2019,03/04/2019,33
4495,22895 GILLIS PLACE,2345043,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,5177,1986,1,1,4,3,0,3,0,0,49.2088207,-122.5865123,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,739900,733000,337.01,3/4/2019,03/06/2019,2
4496,705 7708 ALDERBRIDGE WAY,2345327,0,0,0,0,0,0,0,0,1,0,1,0,1,991,0,2017,1,0,2,2,0,2,0,7,49.1772816,-123.1084045,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,777777,733000,739.66,3/1/2019,03/08/2019,7
4497,59 1413 SUNSHINE COAST HIGHWAY,2355305,0,0,1,1,0,0,0,0,0,0,0,0,0,972,0,1980,2,0,2,2,1,1,0,0,49.46720069,-123.7864723,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125000,118400,121.81,4/3/2019,4/15/2019,12
4498,11 3350 WESTHAM ISLAND ROAD,2352074,0,0,0,0,0,0,0,0,0,0,0,0,0,980,520,1998,0,0,1,1,0,1,0,0,49.079456,-123.1264516,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,189000,182500,186.22,3/25/2019,05/02/2019,38
